de,a,"from (manual)","to (manual)",Timezone,"Activity type",Data,GPS,Modified
2019-09-02T10:04:00+02:00,2019-09-02T10:23:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":135,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2687,""distance"":2983,""elevation"":193,""metcumul"":193}",,2019-09-04T19:41:30+02:00
2019-09-03T11:22:00+02:00,2019-09-03T11:38:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":46,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1425,""distance"":1081,""elevation"":58,""metcumul"":58}",,2019-09-04T19:41:30+02:00
2019-09-03T16:06:00+02:00,2019-09-03T16:10:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":460,""distance"":348,""elevation"":18,""metcumul"":18}",,2019-09-04T19:41:30+02:00
2019-09-04T20:14:00+02:00,2019-09-04T20:21:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":20,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":722,""distance"":533,""elevation"":28,""metcumul"":28}",,2019-09-06T16:52:28+02:00
2019-09-16T12:50:00+02:00,2019-09-16T12:57:00+02:00,,,Europe/Madrid,Walking,"{""calories"":20,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":805,""distance"":624,""elevation"":31,""metcumul"":31}",,2019-09-18T11:04:06+02:00
2019-09-16T19:41:00+02:00,2019-09-16T19:59:00+02:00,,,Europe/Madrid,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1848,""distance"":1376,""elevation"":73,""metcumul"":73}",,2019-09-18T11:04:06+02:00
2019-09-16T20:59:00+02:00,2019-09-16T21:16:00+02:00,,,Europe/Madrid,Walking,"{""calories"":48,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1558,""distance"":1129,""elevation"":63,""metcumul"":63}",,2019-09-18T11:04:06+02:00
2019-09-17T10:00:00+02:00,2019-09-17T10:10:00+02:00,,,Europe/Madrid,Other,"{""calories"":52,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":290,""distance"":210,""elevation"":15,""metcumul"":15}",,2019-09-18T11:04:06+02:00
2019-09-17T10:00:00+02:00,2019-09-17T10:10:00+02:00,,,Europe/Madrid,Other,"{""calories"":52,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":290,""distance"":210,""elevation"":15,""metcumul"":15}",,2019-09-20T09:55:28+02:00
2019-09-17T11:15:00+02:00,2019-09-17T11:22:00+02:00,,,Europe/Madrid,Running,"{""calories"":49,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":599,""distance"":646,""elevation"":46,""metcumul"":46}",,2019-09-18T11:04:06+02:00
2019-09-17T11:29:00+02:00,2019-09-17T11:34:00+02:00,,,Europe/Madrid,Running,"{""calories"":35,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":605,""distance"":622,""elevation"":39,""metcumul"":39}",,2019-09-18T11:04:07+02:00
2019-09-17T14:12:00+02:00,2019-09-17T14:20:00+02:00,,,Europe/Madrid,Walking,"{""calories"":23,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":935,""distance"":740,""elevation"":37,""metcumul"":37}",,2019-09-18T11:04:07+02:00
2019-09-17T16:53:00+02:00,2019-09-17T17:02:00+02:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1032,""distance"":801,""elevation"":40,""metcumul"":40}",,2019-09-18T11:04:07+02:00
2019-09-18T11:00:00+02:00,2019-09-18T11:10:00+02:00,,,Europe/Madrid,Walking,"{""calories"":28,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1144,""distance"":901,""elevation"":45,""metcumul"":45}",,2019-09-20T09:55:28+02:00
2019-09-18T13:55:00+02:00,2019-09-18T14:06:00+02:00,,,Europe/Madrid,Walking,"{""calories"":31,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1173,""distance"":858,""elevation"":46,""metcumul"":46}",,2019-09-20T09:55:29+02:00
2019-09-18T15:46:00+02:00,2019-09-18T15:51:00+02:00,,,Europe/Madrid,Walking,"{""calories"":14,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":571,""distance"":443,""elevation"":22,""metcumul"":22}",,2019-09-20T09:55:29+02:00
2019-09-18T19:29:00+02:00,2019-09-18T19:47:00+02:00,,,Europe/Madrid,Walking,"{""calories"":51,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1677,""distance"":1261,""elevation"":68,""metcumul"":68}",,2019-09-20T09:55:29+02:00
2019-09-20T09:00:00+02:00,2019-09-20T09:20:00+02:00,,,Europe/Amsterdam,Pilates,"{""calories"":41,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-09-20T21:09:20+02:00
2019-09-20T10:30:00+02:00,2019-09-20T10:45:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":74,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-09-20T21:10:03+02:00
2019-09-20T11:52:00+02:00,2019-09-20T12:21:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":83,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2869,""distance"":2144,""elevation"":115,""metcumul"":115}",,2019-09-20T21:08:05+02:00
2019-09-20T15:56:00+02:00,2019-09-20T16:29:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":95,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":3065,""distance"":2278,""elevation"":125,""metcumul"":125}",,2019-09-20T21:07:41+02:00
2019-09-20T17:00:00+02:00,2019-09-20T17:20:00+02:00,,,Europe/Amsterdam,Cycling,"{""calories"":99,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":0,""distance"":0,""elevation"":0,""metcumul"":0}",,2019-09-20T21:10:41+02:00
2019-09-21T11:38:00+02:00,2019-09-21T11:56:00+02:00,,,Europe/Madrid,Running,"{""calories"":146,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2661,""distance"":3227,""elevation"":224,""metcumul"":224}",,2019-09-23T20:44:39+02:00
2019-09-21T11:57:00+02:00,2019-09-21T12:06:00+02:00,,,Europe/Madrid,Walking,"{""calories"":25,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":847,""distance"":682,""elevation"":34,""metcumul"":34}",,2019-09-23T20:44:39+02:00
2019-09-21T16:56:00+02:00,2019-09-21T17:00:00+02:00,,,Europe/Madrid,Walking,"{""calories"":11,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":299,""distance"":217,""elevation"":12,""metcumul"":12}",,2019-09-23T20:44:39+02:00
2019-09-23T15:37:00+02:00,2019-09-23T15:49:00+02:00,,,Europe/Madrid,Walking,"{""calories"":34,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1241,""distance"":899,""elevation"":48,""metcumul"":48}",,2019-09-23T20:45:46+02:00
2019-09-25T10:55:00+02:00,2019-09-25T11:08:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":979,""distance"":717,""elevation"":42,""metcumul"":42}",,2019-09-29T00:56:05+02:00
2019-09-25T20:58:00+02:00,2019-09-25T21:11:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":37,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":1209,""distance"":850,""elevation"":48,""metcumul"":48}",,2019-09-29T00:56:05+02:00
2019-09-28T10:15:00+02:00,2019-09-28T10:32:00+02:00,,,Europe/Amsterdam,Running,"{""calories"":121,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":2447,""distance"":2867,""elevation"":187,""metcumul"":187}",,2019-09-29T00:56:05+02:00
2019-09-28T10:33:00+02:00,2019-09-28T10:42:00+02:00,,,Europe/Amsterdam,Walking,"{""calories"":25,""intensity"":30,""hr_average"":0,""hr_min"":0,""hr_max"":0,""hr_zone_0"":0,""hr_zone_1"":0,""hr_zone_2"":0,""hr_zone_3"":0,""steps"":805,""distance"":630,""elevation"":32,""metcumul"":32}",,2019-09-29T00:56:06+02:00
